group,id,kind,sourcePage,layout,outsideCatalog,referenceComplete,algorithm,status,source,exact,legacyTolerancePass,total,seconds,peakRssMiB,automaticCounts,differences,riskSummary,manualCorrection,humanReviewTime
new37,N23,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000001456,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,200,0.214,78.11,"{""A23"": 2, ""B11"": 5, ""B15"": 1, ""B25"": 2, ""B32"": 1, ""B8"": 1, ""F11"": 19, ""G13"": 7, ""G17"": 4, ""G21"": 5, ""G7"": 11, ""G8"": 1, ""H23"": 67, ""H4"": 16, ""H6"": 55, ""M15"": 3}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对,not-performed,not-measured
new37,N24,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000001458,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,732,0.332,97.32,"{""B12"": 20, ""B2"": 72, ""B3"": 31, ""B5"": 373, ""B8"": 142, ""C16"": 1, ""H2"": 13, ""H7"": 80}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 34 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 34 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 34 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 28 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 28 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 28 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 22 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 18 格未读清,not-performed,not-measured
new37,N25,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000002001,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,325,0.744,127.26,"{""C25"": 33, ""C3"": 78, ""F10"": 12, ""G11"": 2, ""H11"": 1, ""H14"": 10, ""H6"": 88, ""H7"": 67, ""H9"": 9, ""M4"": 8, ""M7"": 17}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零,not-performed,not-measured
new37,N26,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000002002,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,898,0.489,110.03,"{""H11"": 40, ""H16"": 39, ""H2"": 14, ""H4"": 8, ""H5"": 330, ""H6"": 247, ""H7"": 108, ""H9"": 109, ""M12"": 2, ""M3"": 1}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 44 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 44 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 44 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 43 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 43 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 40 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 38 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 36 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 35 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 34 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 35 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 34 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 34 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 35 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 37 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 36 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 36 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 35 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 33 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 32 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 31 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 30 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 29 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 29 格未读清,not-performed,not-measured
new37,N27,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000002007,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,1811,0.956,122.84,"{""C12"": 5, ""C16"": 78, ""C20"": 415, ""C22"": 144, ""C25"": 167, ""C3"": 34, ""C6"": 82, ""C7"": 440, ""E16"": 122, ""G11"": 63, ""H10"": 81, ""H17"": 180}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 55 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 55 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 55 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 45 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 41 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 28 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 22 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 8 格未读清或色,not-performed,not-measured
new37,N28,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000003001,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,725,0.363,95.88,"{""B22"": 153, ""B23"": 49, ""B9"": 57, ""H2"": 24, ""H5"": 11, ""H6"": 35, ""H7"": 103, ""M15"": 293}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 43 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 43 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 42 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 35 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 23 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 19 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 20 格未读清或色号不,not-performed,not-measured
new37,N29,pattern,https://www.pixelbead.art/zh/patterns/smiling-sunflower,right,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,996,1.777,158.87,"{""A20"": 390, ""B12"": 18, ""B8"": 19, ""F24"": 10, ""G14"": 50, ""G19"": 114, ""H6"": 395}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零,not-performed,not-measured
new37,N30,pattern,https://www.pixelbead.art/zh/patterns/cute-cat-face,right,"P16,P17",True,pixel-glyph-0.12.0-dev,partial,grid,False,False,1255,2.548,173.3,"{""A13"": 24, ""A26"": 944, ""B23"": 4, ""B26"": 22, ""E1"": 11, ""E14"": 3, ""E15"": 58, ""G10"": 15, ""G11"": 3, ""G12"": 4, ""G3"": 3, ""G4"": 4, ""G5"": 23, ""G6"": 2, ""H16"": 7, ""H20"": 34, ""H23"": 5, ""H7"": 77, ""M6"": 7, ""M7"": 5}","{""P16"": [24, null], ""P17"": [54, null]}",逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 1 格未读清或色号不在 MARD 221 内，未计,not-performed,not-measured
new37,N31,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000001441,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,988,0.44,96.33,"{""F16"": 15, ""F20"": 1, ""G10"": 60, ""G6"": 206, ""H2"": 295, ""H22"": 19, ""H4"": 166, ""H5"": 63, ""H7"": 163}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 41 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 41 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 34 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 25 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 7 格未读清或色号不在 MARD 22,not-performed,not-measured
new37,N32,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000001442,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,1001,0.465,97.97,"{""E16"": 319, ""F16"": 17, ""F20"": 1, ""G16"": 99, ""G21"": 33, ""G4"": 134, ""H2"": 214, ""H22"": 18, ""H7"": 166}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 42 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 42 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 36 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 26 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 21 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 19 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 8 格未读清或色号不在 MARD 2,not-performed,not-measured
new37,N33,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000001443,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,988,0.393,97.16,"{""F16"": 8, ""F20"": 1, ""H14"": 374, ""H2"": 210, ""H22"": 15, ""H3"": 69, ""H7"": 163, ""M15"": 148}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 41 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 41 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 34 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 25 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 7 格未读清或色号不在 MARD 22,not-performed,not-measured
new37,N34,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000001444,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,988,0.363,97.21,"{""F16"": 17, ""F24"": 1, ""H2"": 235, ""H22"": 18, ""H3"": 431, ""H4"": 123, ""H7"": 163}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 41 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 41 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 34 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 25 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 7 格未读清或色号不在 MARD 22,not-performed,not-measured
new37,N35,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000001451,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,1432,0.484,108.85,"{""B5"": 167, ""C20"": 268, ""F13"": 298, ""F17"": 23, ""G11"": 88, ""H2"": 157, ""H7"": 354, ""M6"": 77}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 50 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 45 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 32 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 24 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 19 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 14 格未读清,not-performed,not-measured
new37,N36,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000001457,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,154,0.168,79.29,"{""B10"": 2, ""B20"": 4, ""B21"": 1, ""B22"": 2, ""B25"": 67, ""B6"": 2, ""B7"": 1, ""B9"": 69, ""H13"": 6}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 21 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 21 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 21 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 21 格未读清或色号不在 MARD 221 内，未计入，请放大核对,not-performed,not-measured
