group,id,kind,sourcePage,layout,outsideCatalog,referenceComplete,algorithm,status,source,exact,legacyTolerancePass,total,seconds,peakRssMiB,automaticCounts,differences,riskSummary,manualCorrection,humanReviewTime
foundation,S00,palette,user-provided,非图纸色卡,,False,pixel-glyph-0.12.0-dev,failed,,,,,0.601,104.73,{},{},图例文字、色号、数量或边界不可靠；未取得可靠逐色用量,not-performed,not-measured
foundation,S01,pattern,user-provided,色块内色号、数量在下,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,2499,2.52,110.56,"{""C17"": 90, ""C2"": 401, ""C20"": 181, ""C4"": 805, ""C6"": 78, ""C7"": 193, ""F16"": 37, ""F19"": 15, ""F3"": 41, ""G9"": 188, ""H2"": 347, ""H7"": 123}",{},同一文字有不同读法，请核对原图；小字候选由同图重复格内文字或字形交叉解释，保留原文供核对；存在字符歧义，候选按字段语法解释，仍需核对；图例字段未可靠读清，未计入，未记为零；图例与本体计数待核对,not-performed,not-measured
foundation,S02,pattern,user-provided,色号与括号数量同条,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,915,0.255,107.74,"{""A16"": 44, ""A24"": 201, ""C14"": 184, ""C16"": 70, ""C20"": 168, ""H2"": 248}",{},图例与本体计数待核对,not-performed,not-measured
foundation,S03,pattern,user-provided,色号与括号数量同条,,False,pixel-glyph-0.12.0-dev,partial,legend,False,False,25250,1.225,150.6,"{""A12"": 5, ""A14"": 24, ""A16"": 37, ""A19"": 2, ""A21"": 892, ""A24"": 10, ""A6"": 50, ""A7"": 1, ""B10"": 280, ""B11"": 10, ""B12"": 43, ""B19"": 73, ""B2"": 37, ""B20"": 91, ""B21"": 49, ""B22"": 65, ""B24"": 743, ""B25"": 10, ""B27"": 4, ""B28"": 68, ""B31"": 3, ""B5"": 9, ""B6"": 5, ""B7"": 824, ""B8"": 1, ""B9"": 149, ""C1"": 64, ""C10"": 63, ""C11"": 1658, ""C12"": 200, ""C13"": 94, ""C15"": 2829, ""C16"": 2086, ""C17"": 749, ""C18"": 124, ""C19"": 2718, ""C2"": 569, ""C20"": 505, ""C21"": 29, ""C22"": 429, ""C23"": 156, ""C25"": 157, ""C26"": 109, ""C27"": 37, ""C29"": 2024, ""C3"": 270, ""C4"": 23, ""C8"": 706, ""D10"": 15, ""D11"": 117, ""D12"": 226, ""D16"": 15, ""D17"": 6, ""D18"": 24, ""D19"": 4931, ""D2"": 10, ""D22"": 31, ""D24"": 15, ""D26"": 275, ""D4"": 331, ""D5"": 5, ""D9"": 6, ""E1"": 155, ""E2"": 4}",{},同一文字有不同读法，请核对原图；弱字段参考同图清楚字形解释，保留原文及对照位置供核对；图例与本体计数待核对,not-performed,not-measured
foundation,S04,pattern,user-provided,色号色块右侧数量,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,1936,0.737,124.38,"{""A17"": 23, ""B31"": 586, ""C2"": 27, ""D10"": 13, ""E11"": 9, ""E15"": 3, ""E16"": 282, ""E8"": 95, ""F19"": 26, ""F21"": 112, ""H2"": 153, ""H6"": 33, ""H7"": 556, ""M12"": 3, ""M2"": 15}",{},存在字符歧义，候选按字段语法解释，仍需核对；图例与本体计数待核对,not-performed,not-measured
foundation,S05,pattern,user-provided,色号与括号数量同条,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,3327,0.774,132.46,"{""A10"": 26, ""A11"": 5, ""A13"": 8, ""A17"": 3, ""A20"": 16, ""A21"": 10, ""A23"": 2, ""A6"": 7, ""C16"": 1, ""C29"": 111, ""C6"": 28, ""D22"": 13, ""E10"": 11, ""E11"": 18, ""E14"": 20, ""E16"": 155, ""E21"": 3, ""F1"": 1, ""F11"": 27, ""F12"": 41, ""F13"": 36, ""F17"": 5, ""F18"": 2, ""F19"": 12, ""F20"": 3, ""F23"": 25, ""F25"": 9, ""F6"": 17, ""F7"": 9, ""F9"": 28, ""G1"": 2, ""G10"": 15, ""G12"": 7, ""G13"": 7, ""G14"": 89, ""G17"": 4, ""G4"": 16, ""G7"": 35, ""G8"": 15, ""G9"": 4, ""H10"": 8, ""H16"": 81, ""H19"": 36, ""H2"": 479, ""H3"": 113, ""H4"": 68, ""H5"": 454, ""H6"": 27, ""H7"": 896, ""M10"": 2, ""M12"": 223, ""M7"": 58, ""M8"": 6, ""M9"": 30}",{},同一文字有不同读法，请核对原图；图例字段未可靠读清，未计入，未记为零；图例与本体计数待核对,not-performed,not-measured
foundation,S06,pattern,user-provided,色号色块右侧数量,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,1123,0.394,122.04,"{""F21"": 11, ""H11"": 4, ""H22"": 42, ""H3"": 6, ""H4"": 87, ""H5"": 392, ""H6"": 542, ""H7"": 29, ""M10"": 10}",{},存在字符歧义，候选按字段语法解释，仍需核对；图例与本体计数待核对,not-performed,not-measured
foundation,S07,pattern,user-provided,色号与括号数量同条,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,882,0.318,121.86,"{""A19"": 28, ""A9"": 366, ""B24"": 8, ""C24"": 31, ""F1"": 24, ""F14"": 6, ""F25"": 12, ""F6"": 22, ""G17"": 35, ""G8"": 203, ""H12"": 147}",{},同一文字有不同读法，请核对原图；图例与本体计数待核对,not-performed,not-measured
foundation,S08,pattern,user-provided,色号与括号数量同条,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,1339,0.458,122.23,"{""A9"": 107, ""B26"": 117, ""F11"": 173, ""F19"": 79, ""F25"": 205, ""G15"": 294, ""G8"": 240, ""M14"": 107, ""M8"": 17}",{},同一文字有不同读法，请核对原图；图例与本体计数待核对,not-performed,not-measured
foundation,S09,pattern,user-provided,色块内色号、数量在下,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,1144,0.364,120.7,"{""A1"": 41, ""A11"": 21, ""A25"": 128, ""B23"": 65, ""C24"": 4, ""D16"": 94, ""E1"": 4, ""E11"": 8, ""E15"": 7, ""E17"": 2, ""E20"": 4, ""E21"": 4, ""E23"": 4, ""E8"": 2, ""F21"": 10, ""F24"": 3, ""G16"": 8, ""G17"": 65, ""G18"": 27, ""G5"": 13, ""H10"": 14, ""H12"": 135, ""H17"": 6, ""H2"": 150, ""H20"": 29, ""H4"": 4, ""H5"": 134, ""M13"": 7, ""M15"": 147, ""M9"": 4}",{},同一文字有不同读法，请核对原图；图例与本体计数待核对,not-performed,not-measured
foundation,S10,pattern,user-provided,色块内色号、数量在下,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,1143,0.376,120.87,"{""B11"": 4, ""B26"": 4, ""E1"": 6, ""E14"": 1, ""E15"": 8, ""E17"": 2, ""E8"": 2, ""F16"": 4, ""F20"": 11, ""G16"": 6, ""G17"": 25, ""G4"": 5, ""G5"": 4, ""G7"": 4, ""G9"": 32, ""H10"": 33, ""H12"": 5, ""H14"": 103, ""H16"": 3, ""H17"": 8, ""H19"": 75, ""H2"": 243, ""H3"": 27, ""H5"": 150, ""H6"": 186, ""H7"": 65, ""M12"": 1, ""M15"": 104, ""M9"": 22}",{},同一文字有不同读法，请核对原图；图例与本体计数待核对,not-performed,not-measured
foundation,S11,pattern,user-provided,色块内色号、数量在下,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,943,0.216,121.34,"{""A19"": 15, ""A25"": 305, ""F1"": 240, ""F13"": 149, ""H16"": 228, ""H2"": 6}",{},图例字段未可靠读清，未计入，未记为零；图例与本体计数待核对,not-performed,not-measured
foundation,S12,pattern,user-provided,色块内色号、数量在下,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,943,0.225,122.59,"{""F1"": 264, ""F13"": 104, ""H16"": 236, ""H2"": 339}",{},图例字段未可靠读清，未计入，未记为零；图例与本体计数待核对,not-performed,not-measured
foundation,S13,pattern,user-provided,色块内色号、数量在下,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,3842,3.984,142.52,"{""A23"": 249, ""C12"": 81, ""C21"": 138, ""C24"": 37, ""C27"": 56, ""C4"": 154, ""C6"": 18, ""C7"": 80, ""E11"": 99, ""E14"": 571, ""E15"": 6, ""E16"": 371, ""F14"": 8, ""F16"": 1, ""F19"": 35, ""F22"": 18, ""G3"": 276, ""G7"": 103, ""H18"": 25, ""H2"": 707, ""H22"": 14, ""H3"": 16, ""H4"": 89, ""H5"": 195, ""H6"": 283, ""H7"": 208, ""M15"": 4}",{},同一文字有不同读法，请核对原图；小字候选由同图重复格内文字或字形交叉解释，保留原文供核对；存在字符歧义，候选按字段语法解释，仍需核对；图例字段未可靠读清，未计入，未记为零；图例与本体计数待核对,not-performed,not-measured
foundation,S14,pattern,user-provided,色号色块右侧数量,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,3262,0.791,142.72,"{""A11"": 66, ""A17"": 26, ""A20"": 70, ""A21"": 114, ""A25"": 10, ""B14"": 8, ""B8"": 39, ""C29"": 113, ""D4"": 91, ""E11"": 67, ""E14"": 25, ""E16"": 303, ""F14"": 16, ""F22"": 24, ""F25"": 11, ""F7"": 62, ""F9"": 33, ""G14"": 202, ""G17"": 7, ""H10"": 55, ""H11"": 34, ""H16"": 62, ""H2"": 275, ""H3"": 49, ""H5"": 206, ""H6"": 27, ""H7"": 515, ""M12"": 242, ""M4"": 39, ""M8"": 436, ""M9"": 35}",{},存在字符歧义，候选按字段语法解释，仍需核对；图例字段未可靠读清，未计入，未记为零；图例与本体计数待核对,not-performed,not-measured
foundation,S15,pattern,user-provided,色号色块右侧数量,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,1273,2.216,115.47,"{""A13"": 76, ""A3"": 71, ""B11"": 5, ""B17"": 60, ""C4"": 106, ""C7"": 79, ""E11"": 11, ""E14"": 8, ""E16"": 34, ""F3"": 43, ""F5"": 122, ""F7"": 28, ""F8"": 111, ""H2"": 6, ""H4"": 6, ""H6"": 25, ""H7"": 440, ""M12"": 3, ""M4"": 22, ""M8"": 17}",{},小字候选由同图重复格内文字或字形交叉解释，保留原文供核对；存在字符歧义，候选按字段语法解释，仍需核对；同一文字有不同读法，请核对原图；图例与本体计数待核对,not-performed,not-measured
foundation,S16,pattern,user-provided,色号色块右侧数量,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,2226,0.639,125.78,"{""A17"": 9, ""A21"": 9, ""B10"": 17, ""B25"": 27, ""B28"": 3, ""B31"": 774, ""C2"": 116, ""C29"": 4, ""E16"": 186, ""E2"": 13, ""E24"": 52, ""E3"": 59, ""F12"": 8, ""F21"": 30, ""F25"": 33, ""H2"": 147, ""H5"": 4, ""H6"": 66, ""H7"": 655, ""M2"": 14}",{},存在字符歧义，候选按字段语法解释，仍需核对；图例字段未可靠读清，未计入，未记为零；图例与本体计数待核对,not-performed,not-measured
foundation,S17,pattern,user-provided,色号与括号数量同条,,True,pixel-glyph-0.12.0-dev,partial,legend,True,True,931,0.305,109.97,"{""A11"": 154, ""A6"": 225, ""F10"": 78, ""F23"": 14, ""G12"": 253, ""G15"": 42, ""G20"": 165}",{},图例与本体计数待核对,not-performed,not-measured
foundation,S18,pattern,user-provided,色号与括号数量同条；第二行单独 H7,,True,pixel-glyph-0.12.0-dev,ready,legend,True,True,148,1.525,204.08,"{""C12"": 3, ""C16"": 11, ""C17"": 12, ""C19"": 7, ""C2"": 18, ""C29"": 18, ""H2"": 14, ""H3"": 5, ""H7"": 60}",{},,not-performed,not-measured
new37,N01,pattern,https://www.pixelbead.art/zh/patterns/easy-heart,right,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,931,1.88,154.52,"{""A14"": 5, ""A19"": 54, ""F13"": 12, ""F25"": 20, ""F3"": 774, ""F8"": 66}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零,not-performed,not-measured
new37,N02,pattern,https://www.pixelbead.art/zh/patterns/pastel-rainbow-cloud,right,P5,True,pixel-glyph-0.12.0-dev,partial,grid,False,False,616,1.216,133.55,"{""A20"": 60, ""B8"": 41, ""C10"": 25, ""F25"": 100, ""H18"": 244, ""H4"": 3, ""H6"": 143}","{""P5"": [74, null]}",逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 4 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对,not-performed,not-measured
new37,N03,pattern,https://www.pixelbead.art/zh/patterns/butterfly,right,"P2,P5,P9,R13,R21,R3",True,pixel-glyph-0.12.0-dev,partial,grid,False,False,659,2.396,172.21,"{""B26"": 1, ""G10"": 33, ""G14"": 47, ""G17"": 9, ""G21"": 3, ""H11"": 1, ""H14"": 5, ""H15"": 5, ""H2"": 8, ""H20"": 7, ""H3"": 2, ""H4"": 5, ""H5"": 202, ""H6"": 34, ""H9"": 5, ""M1"": 1, ""M15"": 37, ""M3"": 249, ""M9"": 5}","{""P2"": [3, null], ""P5"": [12, null], ""P9"": [2, null], ""R13"": [174, null], ""R21"": [58, null], ""R3"": [238, null]}",逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 11 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 22 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 25 行有 26 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 26 行有 22 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 27 行有 24 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 28 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 29 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 30 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 31 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 32 行有 23 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 33 行有 23 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 34 行有 22 格未读,not-performed,not-measured
new37,N04,pattern,https://www.pixelbead.art/zh/patterns/bunny-with-carrot,right,"P3,P5,R27",True,pixel-glyph-0.12.0-dev,partial,grid,False,False,1578,2.629,169.86,"{""B8"": 59, ""F22"": 116, ""H18"": 743, ""H6"": 660}","{""P3"": [5, null], ""P5"": [107, null], ""R27"": [2, null]}",逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 36 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 38 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 40 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 41 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 45 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 46 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 47 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 48 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 49 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 50 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 51 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 52 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 53 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 54 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 55 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 56 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 57 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 58 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 59 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 60 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对,not-performed,not-measured
new37,N05,pattern,https://www.pixelbead.art/zh/patterns/cute-dog,right,"P11,P7,R13,ZG2",True,pixel-glyph-0.12.0-dev,partial,grid,False,False,584,2.651,170.71,"{""E4"": 12, ""E5"": 10, ""F17"": 10, ""F18"": 8, ""G13"": 31, ""G14"": 26, ""G16"": 32, ""G17"": 284, ""G18"": 33, ""G3"": 22, ""G7"": 20, ""H5"": 4, ""H6"": 47, ""M14"": 19, ""M15"": 11, ""M4"": 5, ""M5"": 2, ""M7"": 8}","{""F18"": [10, 8], ""M14"": [27, 19], ""P11"": [499, null], ""P7"": [69, null], ""R13"": [16, null], ""ZG2"": [6, null]}",逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 8 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 19 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 21 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 23 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 23 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 22 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 19 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 21 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 22 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 25 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 26 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 27 行有 21 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 28 行有 21 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 29 行有 28 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 30 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 31 行有 1,not-performed,not-measured
new37,N06,pattern,https://www.pixelbead.art/zh/patterns/christmas-tree,right,"P4,P8,R10,R5,ZG3",True,pixel-glyph-0.12.0-dev,partial,grid,False,False,628,2.199,170.16,"{""A17"": 2, ""A24"": 4, ""A26"": 41, ""A5"": 21, ""A8"": 3, ""B11"": 11, ""B12"": 3, ""B14"": 3, ""B17"": 34, ""B29"": 4, ""B8"": 400, ""E14"": 11, ""F24"": 2, ""F25"": 22, ""F5"": 6, ""G14"": 43, ""H11"": 10, ""M14"": 2, ""M9"": 6}","{""M14"": [4, 2], ""P4"": [6, null], ""P8"": [3, null], ""R10"": [2, null], ""R5"": [233, null], ""ZG3"": [7, null]}",逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 8 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 6 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 7 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 14 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 1 格未读清或色号不在 MARD 221 内，未,not-performed,not-measured
new37,N07,pattern,https://www.pixelbead.art/zh/patterns/funny-open-mouth-cat,right,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,864,1.454,154.46,"{""E4"": 8, ""F11"": 46, ""F21"": 31, ""F5"": 15, ""F6"": 34, ""G11"": 64, ""H19"": 503, ""H7"": 124, ""M13"": 38, ""M7"": 1}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零,not-performed,not-measured
new37,N08,pattern,https://www.pixelbead.art/zh/patterns/golden-haired-asteroid-prince,right,"P16,P8",True,pixel-glyph-0.12.0-dev,partial,grid,False,False,857,1.958,170.66,"{""A17"": 9, ""A26"": 26, ""B12"": 56, ""B32"": 38, ""B8"": 45, ""C16"": 25, ""F25"": 25, ""F7"": 6, ""G11"": 34, ""G17"": 27, ""G3"": 66, ""H6"": 286, ""M15"": 45, ""M6"": 169}","{""P16"": [28, null], ""P8"": [16, null]}",逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 5 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 3 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 9 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 4 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 2 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 1 格未读清或色号不在 MARD 221 内，未计入，请放,not-performed,not-measured
new37,N09,pattern,https://www.bitbead.app/zh/library/10000000-0000-4000-8000-000000001432,grid-labels-without-legend,,True,pixel-glyph-0.12.0-dev,partial,grid,True,True,1432,0.5,110.45,"{""C20"": 268, ""F13"": 315, ""F15"": 136, ""F17"": 90, ""G11"": 88, ""H2"": 61, ""H7"": 408, ""M6"": 66}",{},逐格候选已读取；外围是否截断尚未证明，未读清格不计为零；第 1 行有 50 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 2 行有 45 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 3 行有 32 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 4 行有 24 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 5 行有 20 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 6 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 7 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 8 行有 16 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 9 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 10 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 11 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 12 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 13 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 14 行有 10 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 15 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 16 行有 11 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 17 行有 12 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 18 行有 13 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 19 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 20 行有 18 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 21 行有 19 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 22 行有 17 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 23 行有 15 格未读清或色号不在 MARD 221 内，未计入，请放大核对；第 24 行有 14 格未读清,not-performed,not-measured
